"numrex","codereference","codepublic","codemonnaie","codetauxmonnaie","gainfinancierrex","gainfinancierperioderex","energierex","codeuniteenergie","codeperiodeenergie","codeenergierex","gesrex","ratiogainrex","trirex","capexrex","capexperioderex","opexrex","codeTechno1","codeTechno2","codeTechno3","codetravaux","codereseau","codelicense","availablelangue"
"1778","2496","1","2","2","26450","3",NULL,"1","3","4",NULL,NULL,"3.4","90600","2",NULL,"3","1","1","3","1","3","2,3,4"
"1779","2497","1","2","2",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"9","7","1","3","1","3","2,3,4"
"1780","2498","1","2","2","20000","3",NULL,"1","3","1",NULL,NULL,"1","20000","2",NULL,"7","8","1","3","1","3","2,3,4"
"1781","2499","1","2","2",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"409600","2",NULL,"8","1","1","3","1","3","2,3,4"
"1782","2500","1","2","2",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"1500","2",NULL,"7","1","1","3","1","3","2,3,4"
"1783","2501","1","2","2",NULL,"3","28900","5","3","2","22.8",NULL,NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1784","2502","2","2","2",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"13182000","2",NULL,"9","33","7","2","3","3","2,3,4"
"1785","2503","3","2","2","2188","3","9700","5","3","2",NULL,"0.63","3","6563","2",NULL,"8","1","1","3","1","3","2,3,4"
"1786","2504","3","2","2","31077","3","143735","7","3","4",NULL,NULL,NULL,NULL,"2",NULL,"12","1","1","3","1","3","2,3,4"
"1787","2505","3","2","2","357","3",NULL,"1","3","2","3.6",NULL,"4.5","3875","2",NULL,"14","1","1","3","1","3","2,3,4"
"1789","2507","3","2","2",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"3700000","2",NULL,"7","8","1","2","1","3","2,3,4"
"1790","2508","2","2","2",NULL,"3","20000","7","3","4",NULL,NULL,NULL,"536000","2",NULL,"9","1","1","3","1","3","2,3,4"
"1791","2509","2","2","2","152400","3",NULL,"1","3","2",NULL,NULL,"5.8","863950","2","55825","8","1","1","3","1","3","2,3,4"
"1792","2510","1","2","2",NULL,"3","21000","7","3","4",NULL,"0.27",NULL,"274600","2",NULL,"9","1","1","3","1","3","2,3,4"
"1793","2511","3","2","2",NULL,"3",NULL,"6","3","1",NULL,NULL,NULL,NULL,"2",NULL,"9","1","1","3","1","3","2,3,4"
"1794","2512","3","2","2","11250","3","150","12","3","2",NULL,NULL,"11.2","125675","2",NULL,"8","3","1","3","1","3","2,3,4"
"1795","2513","3","2","2",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"17830800","2",NULL,"9","7","1","2","1","3","2,3,4"
"1796","2514","1","2","2","17142","3","310","12","3","2",NULL,NULL,"3.5","60000","2",NULL,"14","1","1","3","1","3","2,3,4"
"1797","2515","1","2","2",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"9059","2",NULL,"12","1","1","2","1","3","2,3,4"
"1798","2516","1","2","2",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"165300","2",NULL,"9","1","1","3","1","3","2,3,4"
"1799","2517","1","2","2","72000","3",NULL,"1","3","1","724",NULL,"5","360000","2",NULL,"38","1","1","3","1","3","2,3,4"
"1800","2518","1","2","2","887","3","22902","5","3","1","5.66",NULL,NULL,"40682","2",NULL,"29","1","1","3","1","3","2,3,4"
"1801","2519","1","2","2","14000","3","265","12","3","3",NULL,"0.116","9.6","135000","2",NULL,"7","1","1","3","1","3","2,3,4"
"1802","2520","1","2","2",NULL,"3","42000","5","3","2",NULL,NULL,NULL,"337150","2",NULL,"12","1","1","3","1","3","2,3,4"
"1803","2521","3","3","3","70000000","3",NULL,"1","3","1","4400",NULL,"14.3","1000000000","2",NULL,"33","1","1","3","2","3","2,3,4"
"1804","2522","3","3","3","5616600","3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","4","3","2,3,4"
"1805","2523","3","3","3","500000","3","150000","12","3","2",NULL,NULL,"3","1500000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1806","2524","3","3","3","3263000","3","999641","12","3","1",NULL,NULL,"2","6324000","2",NULL,"14","18","17","3","1","3","2,3,4"
"1807","2525","3","3","3","80000","3","27308","11","3","1","2400",NULL,"0.2","22000","2",NULL,"17","1","1","3","1","3","2,3,4"
"1808","2526","3","3","3","16000","3","175","12","3","2",NULL,NULL,"0.62","10000","2",NULL,"18","1","1","3","1","3","2,3,4"
"1809","2527","3","3","3",NULL,"3",NULL,"1","3","2","18000",NULL,NULL,"4500000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1810","2528","3","3","3","199000","3","900","12","3","1",NULL,NULL,"2.09","417000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1811","2529","3","3","3","27000","3","218","12","3","1",NULL,NULL,"1.2","55000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1812","2530","3","3","3","76500","3","700","11","3","3",NULL,NULL,"1","75000","2",NULL,"24","1","1","3","1","3","2,3,4"
"1813","2531","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"500000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1814","2532","3","3","3","75600","3",NULL,"1","3","1",NULL,NULL,NULL,"13000000","2",NULL,"44","33","1","3","3","3","2,3,4"
"1815","2533","3","3","3","32000","3",NULL,"1","3","1",NULL,NULL,"7","470000","2",NULL,"33","1","1","3","4","3","2,3,4"
"1816","2534","3","3","3","63000","3","742","12","3","2",NULL,"0.05","0.87","55000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1817","2535","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"217440","2",NULL,"33","1","1","3","4","3","2,3,4"
"1818","2536","3","3","3","1000000","3",NULL,"1","3","1",NULL,NULL,"9.5","9500000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1819","2537","3","3","3","625000","3","222","11","3","4",NULL,NULL,"2","1250000","2",NULL,"33","24","11","3","3","3","2,3,4"
"1820","2538","3","3","3","280000","3","3200","12","3","2",NULL,NULL,"1.2","350000","2",NULL,"16","1","1","3","1","3","2,3,4"
"1821","2539","3","3","3","5300","3",NULL,"1","3","1",NULL,NULL,"30","160000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1822","2540","3","3","3","170000","3",NULL,"1","3","1",NULL,NULL,"2.2","380000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1823","2541","3","3","3","175500","3","5250","12","3","4",NULL,NULL,NULL,"29250","2",NULL,"15","16","1","3","3","3","2,3,4"
"1824","2542","3","3","3","59000","3","1800","12","3","1",NULL,NULL,"1.3","75000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1825","2543","3","3","3","707000","3",NULL,"1","3","1",NULL,NULL,"3","2121000","2",NULL,"30","24","19","3","1","3","2,3,4"
"1826","2544","3","3","3","17657","3","498","12","3","2",NULL,NULL,"4.2","133000","2",NULL,"16","1","1","3","1","3","2,3,4"
"1827","2545","3","3","3","42000","3","700","12","3","2",NULL,NULL,"1.25","60000","2",NULL,"16","1","1","3","1","3","2,3,4"
"1828","2546","3","3","3","2900000","3","729000","11","3","1",NULL,NULL,"2.65","7700000","2",NULL,"24","30","1","3","1","3","2,3,4"
"1829","2547","3","3","3","700000","3","2900","12","3","1",NULL,NULL,"0.4","300000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1830","2548","3","3","3","96000","3","800","12","3","1",NULL,NULL,"1.3","129000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1831","2549","3","3","3","1500000","3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","3","3","3","2,3,4"
"1832","2550","3","3","3","11250000","3","330000","12","3","2","300000",NULL,"8","90000000","2",NULL,"32","1","1","3","2","3","2,3,4"
"1833","2551","3","3","3","6000000","3",NULL,"1","3","1","500",NULL,"4.2","25000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1834","2552","3","3","3","1700000","3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1835","2553","3","3","3","52485000","3","6000000","11","3","1",NULL,NULL,"0.6","30993000","2",NULL,"17","12","19","3","1","3","2,3,4"
"1836","2554","2","3","3","264000","3",NULL,"1","3","1",NULL,NULL,"14","6100000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1837","2555","2","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","2","3","2,3,4"
"1838","2556","2","3","3","9620","3","37","12","3","2",NULL,"0.15","1.7","16000","2",NULL,"16","1","1","1","1","3","2,3,4"
"1839","2557","2","3","3","55000","3",NULL,"1","3","1",NULL,NULL,"8","450000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1840","2558","2","3","3","200000","3",NULL,"1","3","1",NULL,NULL,"8.6","1723125","2",NULL,"33","1","1","3","4","3","2,3,4"
"1841","2559","2","3","3","6200","3",NULL,"1","3","2",NULL,"0.44","1.9","12000","2",NULL,"16","1","1","1","1","3","2,3,4"
"1842","2560","3","3","3","903000","3",NULL,"1","3","1",NULL,NULL,"3.3","3000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1843","2561","1","3","3","1014000","3",NULL,"1","3","1",NULL,NULL,"4","3700000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1844","2562","1","3","3","354000","3",NULL,"1","3","1",NULL,NULL,"4.2","1500000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1845","2563","1","3","3","120000","3",NULL,"1","3","1",NULL,NULL,"10","1200000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1846","2564","1","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","14","1","3","3","3","2,3,4"
"1847","2565","1","3","3","550000","3",NULL,"1","3","1",NULL,NULL,"15","27000000","2",NULL,"33","1","1","2","3","3","2,3,4"
"1848","2566","2","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"32000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1849","2567","2","3","3","7000000","3",NULL,"1","3","1",NULL,NULL,"5.1","36000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1850","2568","2","3","3","4900000","3",NULL,"1","3","1",NULL,NULL,"10","25700000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1851","2569","2","3","3","735000","3",NULL,"1","3","1",NULL,NULL,"0.68","500000","2",NULL,"33","38","1","3","3","3","2,3,4"
"1852","2570","2","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1853","2571","2","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1854","2572","2","3","3","73994","3",NULL,"1","3","1",NULL,NULL,"25","603254","2",NULL,"33","1","1","3","3","3","2,3,4"
"1855","2573","2","3","3","9000000","3",NULL,"1","3","1",NULL,NULL,"3","27000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1856","2574","2","3","3",NULL,"3","1560900","11","3","3","85580",NULL,NULL,"110594238","2",NULL,"33","1","1","3","3","3","2,3,4"
"1857","2575","2","3","3","700000","3",NULL,"1","3","1",NULL,NULL,"20","14000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1858","2576","2","3","3","2500000","3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1859","2577","3","3","3","37955","3",NULL,"1","3","1",NULL,NULL,"6","192600","2",NULL,"44","33","1","3","3","3","2,3,4"
"1860","2578","3","3","3","46250","3",NULL,"1","3","1",NULL,NULL,"2.6","120000","2",NULL,"34","1","1","1","1","3","2,3,4"
"1861","2579","3","3","3","141500","3","1559","12","3","2",NULL,NULL,"1.2","342000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1862","2580","3","3","3","711000","3","7900","12","3","2",NULL,NULL,"1","724000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1863","2581","3","3","3","1500000","3",NULL,"1","3","1",NULL,NULL,"5","7500000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1864","2582","3","3","3","814000","3",NULL,"1","3","1",NULL,NULL,"7","5700000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1865","2583","3","3","3","120000","3",NULL,"1","3","1",NULL,NULL,"8","1012640","2",NULL,"33","1","1","3","3","3","2,3,4"
"1866","2584","3","3","3","309000","3","7600","12","3","1",NULL,NULL,"1.75","545000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1867","2585","3","3","3","120000","3","2180","12","3","2",NULL,NULL,"10","1200000","2",NULL,"33","44","1","3","3","3","2,3,4"
"1868","2586","3","3","3","285000","3",NULL,"1","3","1",NULL,NULL,"7","2000000","2",NULL,"44","33","1","3","4","3","2,3,4"
"1869","2587","3","3","3","480000","3",NULL,"1","3","1",NULL,NULL,"5","2400000","2",NULL,"44","33","1","3","2","3","2,3,4"
"1870","2588","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"1159500","2",NULL,"44","33","1","3","2","3","2,3,4"
"1871","2589","3","3","3","800000","3",NULL,"1","3","1",NULL,NULL,"4","3200000","2","150000","44","33","1","3","3","3","2,3,4"
"1872","2590","3","3","3","270000","3","6500","12","3","2",NULL,NULL,"10","2700000","2",NULL,"44","33","1","3","2","3","2,3,4"
"1873","2591","3","3","3","75000","3",NULL,"1","3","1",NULL,NULL,"20","1500000","2",NULL,"44","33","1","3","2","3","2,3,4"
"1874","2592","3","3","3",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","4","3","2,3,4"
"1875","2593","3","3","3","45000","3","820","12","3","2",NULL,NULL,"1.5","67000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1876","2594","3","3","3",NULL,"3",NULL,"1","3","1","36000",NULL,NULL,"10000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1877","2595","3","3","3","540000","3",NULL,"1","3","1",NULL,NULL,"4","2160000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1878","2596","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"183254","2",NULL,"33","1","1","3","3","3","2,3,4"
"1879","2597","3","3","3","12579000","3","11520","12","3","2",NULL,NULL,"0.5","6535300","2",NULL,"14","19","7","3","3","3","2,3,4"
"1880","2598","3","3","3","24200","3","242","12","3","2",NULL,NULL,"1.2","38000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1881","2599","3","3","3","813000","3","10838","12","3","2",NULL,NULL,"0.3","260000","2",NULL,"15","8","24","3","3","3","2,3,4"
"1882","2600","3","1","1",NULL,"3",NULL,"1","3","1",NULL,"0.55",NULL,NULL,"2",NULL,"21","1","1","1","1","3","2,3,4"
"1883","2601","3","1","1",NULL,"3",NULL,"1","3","1",NULL,"0.3",NULL,NULL,"2",NULL,"19","1","1","1","1","3","2,3,4"
"1884","2602","3","3","3","823000","3","170000","11","3","1",NULL,NULL,"1.9","1600000","2",NULL,"18","7","14","3","1","3","2,3,4"
"1885","2603","3","3","3","5231","3","87184","5","2","2","91.3","0.15","3.3","15693","2",NULL,"16","15","1","3","3","3","2,3,4"
"1886","2604","3","3","3","20700","3","517","12","3","1",NULL,"0.25","1","23000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1887","2605","3","3","3","14000","3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","2","3","3","2,3,4"
"1888","2606","2","3","3","3500000","3",NULL,"1","3","1",NULL,NULL,"9.7","34110909","2",NULL,"33","1","1","3","3","3","2,3,4"
"1889","2607","3","3","3","755555","3",NULL,"1","3","1",NULL,NULL,"4.5","3400000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1890","2608","3","3","3","400000","3",NULL,"1","3","1","6038",NULL,"3","1200000","2",NULL,"33","1","1","3","2","3","2,3,4"
"1891","2609","3","3","3","102000","3","2542","12","3","1",NULL,"0.04","2.5","412000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1892","2610","3","3","3","1000000","3",NULL,"1","3","1",NULL,NULL,"4","4000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1893","2611","3","3","3","335000","3",NULL,"1","3","1",NULL,NULL,"9.2","3100000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1894","2612","3","3","3","180000","3","7400","12","3","2",NULL,"0.16","0.5","80000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1895","2613","3","3","3","1200000","3","220000","11","3","1",NULL,NULL,"0.91","1100000","2",NULL,"16","1","1","3","1","3","2,3,4"
"1896","2614","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"365000000","2",NULL,"33","1","1","3","2","3","2,3,4"
"1897","2615","3","3","3","18000","3",NULL,"1","3","1",NULL,NULL,"2.5","45000","2",NULL,"34","1","1","1","1","3","2,3,4"
"1898","2616","3","3","3","615900","3",NULL,"1","3","1",NULL,NULL,NULL,"181000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1899","2617","3","3","3","250000","3",NULL,"1","3","1",NULL,NULL,"10","2510000","2",NULL,"33","14","1","3","3","3","2,3,4"
"1900","2618","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2","22000000","33","1","1","3","3","3","2,3,4"
"1901","2619","3","3","3","207811","3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"15","1","1","1","1","3","2,3,4"
"1902","2620","3","3","3",NULL,"3",NULL,"1","3","1",NULL,"0.2","13",NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1903","2621","3","3","3",NULL,"3","8000","12","3","2",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1904","2622","3","3","3","600000","3","27600","12","3","1","27600",NULL,NULL,NULL,"2",NULL,"33","1","1","3","2","3","2,3,4"
"1905","2623","3","3","3",NULL,"3",NULL,"1","3","1",NULL,"0.2",NULL,"1000000","2",NULL,"33","1","1","3","2","3","2,3,4"
"1906","2624","3","3","3","4980500","3","1304703","11","3","1",NULL,NULL,"1.3","6526000","2",NULL,"12","17","11","3","1","3","2,3,4"
"1907","2625","3","3","3","75000","3","2143","12","3","2",NULL,NULL,"1.6","120000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1908","2626","1","3","3","200000","3",NULL,"1","3","1",NULL,NULL,"8","1700000","2",NULL,"33","1","1","3","4","3","2,3,4"
"1909","2627","1","3","3","223000","3",NULL,"1","3","1",NULL,NULL,"5.4","3000000","2",NULL,"33","1","1","3","4","3","2,3,4"
"1910","2628","1","3","3",NULL,"3","629","12","3","2",NULL,NULL,NULL,"280000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1911","2629","1","3","3",NULL,"3","2000","12","3","1",NULL,NULL,NULL,NULL,"2",NULL,"32","1","1","1","2","3","2,3,4"
"1912","2630","1","3","3","1640000","3",NULL,"1","3","1",NULL,NULL,"7.6","12500000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1913","2631","1","3","3","640000","3",NULL,"1","3","1",NULL,NULL,"4.2","2700000","2",NULL,"33","1","1","3","4","3","2,3,4"
"1914","2632","1","3","3","250000","3",NULL,"1","3","1",NULL,NULL,"4.8","1200000","2",NULL,"33","1","1","3","4","3","2,3,4"
"1915","2633","1","3","3","721754","3",NULL,"1","3","1",NULL,NULL,"2.85","2057000","2",NULL,"33","1","1","2","3","3","2,3,4"
"1916","2634","1","3","3","83000","3",NULL,"1","3","1",NULL,NULL,"3","250000","2",NULL,"34","1","1","3","1","3","2,3,4"
"1917","2635","1","3","3","360000","3",NULL,"1","3","1",NULL,NULL,"5.55","2000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1918","2636","1","3","3","400000","3","2000","12","3","2",NULL,NULL,"8","2700000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1919","2637","1","3","3","400000","3",NULL,"1","3","1",NULL,NULL,"3","1200000","2",NULL,"33","14","1","3","3","3","2,3,4"
"1920","2638","1","3","3","1428000","3",NULL,"1","3","1",NULL,NULL,"3.5","5000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1921","2639","3","3","3","1650288","3",NULL,"1","3","1",NULL,NULL,"4","4000000","2",NULL,"33","18","1","3","3","3","2,3,4"
"1922","2640","1","3","3",NULL,"3",NULL,"1","3","1",NULL,"0.58",NULL,NULL,"2",NULL,"33","1","1","3","4","3","2,3,4"
"1923","2641","1","3","3",NULL,"3",NULL,"1","3","1",NULL,"0.32",NULL,NULL,"2",NULL,"34","1","1","3","3","3","2,3,4"
"1924","2642","1","3","3","360000","3",NULL,"1","3","1",NULL,NULL,"5","1800000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1925","2643","1","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1926","2644","1","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1927","2645","1","3","3","1480000","3",NULL,"1","3","1",NULL,NULL,"5","7400000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1928","2646","1","3","3","13300000","3",NULL,"1","3","1","305000","0.61","28","377000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"1929","2647","1","3","3",NULL,"3",NULL,"1","3","1",NULL,"0.2",NULL,"20000000","2",NULL,"44","33","1","3","3","3","2,3,4"
"1930","2648","3","3","3","185000","3","3430556","5","3","2",NULL,"0.04","2.9","528000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1931","2649","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"33","1","1","3","4","3","2,3,4"
"1932","2650","3","3","3","108000","3","1870","12","3","2",NULL,"0.04","2.8","310000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1933","2651","3","3","3","50000","3","471","12","3","2",NULL,NULL,"0.7","38000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1934","2652","3","3","3","50000","3","800","12","3","1",NULL,"0.25","5","250000","2",NULL,"44","33","1","3","3","3","2,3,4"
"1935","2653","3","3","3","160000","3","2345","12","3","2",NULL,NULL,"1.4","228000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1936","2654","3","3","3","120000","3",NULL,"1","3","1",NULL,NULL,"8","1000000","2","10000","44","33","1","3","3","3","2,3,4"
"1937","2655","3","3","3","58300","3",NULL,"1","3","1",NULL,NULL,NULL,"274602","2",NULL,"32","24","1","3","2","3","2,3,4"
"1938","2656","3","3","3","504000","3",NULL,"1","3","1",NULL,NULL,"2.5","1200000","2",NULL,"34","1","1","3","3","3","2,3,4"
"1939","2657","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,"4500000","2",NULL,"44","33","1","3","2","3","2,3,4"
"1940","2658","3","3","3","37000","3","407000","5","3","1","300","0.37","8.2","303000","2",NULL,"44","33","1","3","3","3","2,3,4"
"1941","2659","3","3","3","2425000","3",NULL,"1","3","3","14795","0.25","4","9700000","2",NULL,"44","33","1","3","2","3","2,3,4"
"1942","2660","3","3","3","13000000","2",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"44","33","1","3","2","3","2,3,4"
"1943","2661","3","3","3","71000","3","475","12","3","2",NULL,"0.1","2.2","168833","2",NULL,"16","1","1","1","1","3","2,3,4"
"1944","2662","3","3","3","150000","3",NULL,"1","3","1",NULL,NULL,"6","910000","2",NULL,"44","33","1","3","3","3","2,3,4"
"1945","2663","3","3","3","207500","3","2810","12","3","1",NULL,NULL,"1.1","233000","2",NULL,"16","1","1","1","1","3","2,3,4"
"1946","2664","3","3","3",NULL,"3","22694","12","3","2","13000",NULL,NULL,"5000000","2",NULL,"44","33","1","3","2","3","2,3,4"
"1947","2665","3","3","3","564398","3",NULL,"1","3","1",NULL,"0.2","7","4000000","2",NULL,"44","33","1","3","4","3","2,3,4"
"1948","2666","3","3","3",NULL,"3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2","521000","44","33","1","3","4","3","2,3,4"
"1949","2668","3","2","2",NULL,"1","9000","7","3","4","25",NULL,NULL,"8831","2",NULL,"19","1","1","3","1","3","2,3,4"
"1950","2669","3","2","2","3400","3",NULL,"1","1","2","0.8","0.5","5","17000","2",NULL,"8","1","1","1","1","3","2,3,4"
"1951","2670","2","2","2","210000","3",NULL,"1","1","1","3800",NULL,"10","2100000","2","355000","38","1","1","4","1","3","2,3,4"
