"codelangue","codeappelobjet","traductiondictionnaire"
"2","221","<P>Selon le type d’activité, les zones des bâtiments ne nécessitent pas le même niveau d’éclairement intérieur. Les niveaux d'éclairement nécessaires en fonction des zones d'activités sont donnés par la norme européenne NF En 12464-1 (juin 2003). Celle-ci est contenu dans le livre de l'afnor intitulé performance et diagnostic énergétiques dans l'industrie. La séparation des puissances et types d'éclairages en fonctions des différentes zones d'utilisation est une solution pour adapter l'éclairage à chaque zone.</P>
<P>Pour les postes où l’intervention manuelle est partielle ou constante, l’utilisation d’éclairage spécifique pour relever un éclairage global plus faible est préférable à un éclairage global élevé.</P>"
"3","221","Adaptation of artificial lighting in real need of each area"
"3","221","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Depending on the type of activity, areas of buildings do not require the same level of interior illumination. The illumination necessary depending on the area of activity levels are given by the European standard NF EN 12464-1 In (June 2003). This is contained in the book of afnor entitled diagnostic performance and energy industry. The separation of powers and types of lighting functions in different areas of use is a solution to adapt the light to each zone.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">For positions where manual intervention is partial or constant use specific lighting to meet a lower overall lighting is preferable to a high overall lighting.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: ""></P>"
"4","221","Adaptación de la iluminación artificial a la necesidad real de cada zona"
"4","221","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Según el tipo de actividad, las zonas de los edificios no necesitan el mismo nivel de alumbrado interior. Los niveles necesarios de alumbrado necesarios a las zonas de actividades son dados por la norma europea NF En 12464-1 (junio de 2003). Ésta está contenida en el libro del afnor titulado realización y diagnóstico energéticos en la industria. La separación de potenciaa y los tipos de iluminaciones en funciones de las diferentes zonas de utilización es una solución para adaptar la iluminación a cada zona.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Para los puestos donde la intervención manual es parcial o constante, la utilización de iluminación específica para levantar una iluminación global más débil es preferible a una iluminación global elevada.</P>"
"2","222","Gradation de l'éclairage en fonction de la luminosité ambiante par des ballasts électroniques de catégorie A1"
"2","222","<P>La variation du niveau d’éclairement adapte la consommation des lampes au besoin réel. De plus, elle permet de maintenir un niveau d’éclairement constant dans l’ambiance en valorisant l’apport d’éclairage extérieur. </P>
<P>En pratique, une cellule photo électrique mesure l’éclairement naturel et un gradateur analogique (0-10V) ou digital fait varier la tension de l’éclairage artificiel en conséquence.</P>
<P>&nbsp;</P>"
"3","222","Dimming depending on the ambient light with electronic ballasts class A1"
"3","222","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Changes in the level of illumination adjusts power lamps in real need. In addition, it maintains a constant level of illumination in the atmosphere by enhancing the outdoor lighting contribution.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">In practice, a photo electric cell measures the natural light and an analog dimmer (0-10V) or digital varies the voltage of artificial lighting accordingly.</P>
<P>&nbsp;</P>"
"4","222","Graduación de la iluminación en función de la luminosidad ambiental mediante balastros electrónicos de categoría A1"
"4","222","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">La variación del nivel de alumbrado adapta el consumo de las lámparas a las necesidades reales. Además, permite mantener un nivel de alumbrado constante en el ambiente valorizando la aportación de iluminación exterior. </P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">En práctica, una célula fotoeléctrica mide el alumbrado natural y un regulador analógico (0-10V) o digital hace variar la tensión de la iluminación artificial en consecuencia.</P>"
"2","225","Adaptateur T5 sur luminaire T8 existant"
"2","225","<P>La mise en place de tube T5 suppose normalement le remplacement du lumineur du fait de la différence de diamètres et de longueurs des tubes entre les T5 et les T8. Les adaptateurs T8/T5 permettent d’éviter le remplacement, diminuant ainsi les investissements à réaliser.</P>
<P>&nbsp;</P>"
"3","225","T5 adapter into T8 luminaire existing"
"3","225","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">The introduction of T5 tube normally involves the replacement lumineur due to the difference of diameters and lengths of tubing between T5 and T8. The T8/T5 adapters can avoid replacement, reducing the investment required.</P>
<P>&nbsp;</P>"
"4","225","Adaptador T5 sobre una luminaria T8 existente"
"4","225","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">La puesta en marcha de un tubo T5 supone normalmente el reemplazo de luminaria por el hecho de la diferencia de diámetros y longitud de los tubos T5 y T8. Los adaptadores T8/T5 permiten evitar este reemplazo, disminuyendo así las inversiones realizadas.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">&nbsp;</P>"
"2","226","Tubes à LED pour l'éclairage intérieur en remplacement de tubes T8"
"2","226","Une LED est un semi-conducteur qui émet de la lumière quand un courant électrique passe au travers, uniquement dans le sens direct (anode vers cathode). Une LED fonctionne sur le principe d’une jonction PN, composée d’une couche P (anode) et N (cathode). C’est cette jonction qui permet de conduire le courant. <BR>"
"3","226","Tubes LED interior lighting, replacing T8"
"3","226","An LED is a semiconductor device that emits light when an electric current passes through only in the forward direction (anode to cathode). LED works on the principle of a PN junction, consisting of a P layer (anode) and N (cathode). It is this connection that can conduct current."
"4","226","Tubos de LED para iluminación interior en reemplazo de los tubos T8"
"4","226","Un LED es un semiconductor que emite la luz cuando una corriente eléctrica pasa a través, únicamente en el sentido directo (ánodo hacia cátodo). Un LED funciona sobre el principio de una unión PN, compuesta de una capa P (ánodo) y N (cátodo). Es la unión que permite conducir la corriente."
"2","227","Tube fluorescent T5 à douilles G13 pouvant être installés directement sur des luminaires T8"
"2","227","<P>La mise en place de tube T5 suppose normalement le remplacement du lumineur du fait de la différence de diamètres et de longueurs des tubes entre les T5 et les T8. </P>
<P>&nbsp;</P>"
"3","227","G13 T5 fluorescent tube sockets can be installed directly on T8 fixtures"
"3","227","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">The introduction of T5 tube normally involves the replacement lumineur due to the difference of diameters and lengths of tubing between T5 and T8.</P>
<P>&nbsp;</P>"
"4","227","Tubo fluorescentes T5 a enchufe G13 pueden ser instalados directamente sobre las luminarias T8"
"4","227","<P>La puesta en marcha de un tubo T5 supone normalmente el reemplazo de luminaria por el hecho de la diferencia de diámetros y longitud de los tubos T5 y T8</P>"
"2","228","Gradation de l'éclairage en fonction de la luminosité ambiante par des régulateurs sur lampes à décharge"
"2","228","<P>La variation du niveau d’éclairement adapte la consommation des lampes au besoin réel. De plus, elle permet de maintenir un niveau d’éclairement constant dans l’ambiance en valorisant l’apport d’éclairage extérieur. </P>
<P>En pratique, une cellule photo électrique mesure l’éclairement naturel et un régulateur de puissance ou de tension fait varier l'éclairement de l’éclairage artificiel en conséquence.</P>"
"3","228","Dimming depending on the ambient light by regulators of discharge lamps"
"3","228","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Changes in the level of illumination adjusts power lamps in real need. In addition, it maintains a constant level of illumination in the atmosphere by enhancing the outdoor lighting contribution.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">In practice, a photo electric cell measures the natural lighting and a power regulator or voltage varies the illumination of artificial lighting accordingly.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: ""></P>"
"4","228","Graduación de iluminación en función de la luminosidad ambiental por medio de reguladores de lámparas a descarga"
"4","228","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">La variación del nivel de alumbrado adapta el consumo de las lámparas a la necesidad real. Además, permite mantener un nivel de alumbrado constante en el ambiente valorizando la aportación de iluminación exterior. </P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">En práctica, una célula fotoeléctrica mide el alumbrado natural y un regulador de potencia o de tensión hace variar el alumbrado de la iluminación artificial en consecuencia.</P>"
"2","229","Interrupteur crépusculaire"
"2","229","<P>La commande de l’éclairage naturel par interrupteur crépusculaire est source d’économies.<BR>En pratique, une cellule photoélectrique est installée et mesure le niveau d’éclairement dans l’environnement. Si l’éclairage ambiant est au-dessus d’un seuil, une commande coupe les éclairages artificiels, diminuant la consommation électrique. Ainsi, l’interrupteur crépusculaire permet de valoriser l’éclairage naturel existant sur un site. </P>
<P>La position du capteur de luminosité est primordiale. Elle doit être réfléchie en amont pour ne pas être dans une zone d’ombre et refléter au mieux la luminosité de l’atelier. Si elle est placée dans une zone d’ombre, les économies seront moindres.</P>"
"3","229","Twilight switch"
"3","229","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Control the natural lighting dimmer switch is a source of savings.<BR>In practice, a photocell is installed and measures the level of light in the environment. If the ambient light is above a threshold, a control section artificial lighting, lower power consumption. Thus, the twilight switch can enhance the existing natural light on a site.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">The position of the light sensor is paramount. It must be reflected upstream to not be in a shaded area and better reflect the brightness of the workshop. If it is placed in a shaded area, the savings will be less.</P>"
"4","229","Interruptor crepuscular"
"4","229","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">El encargo de la iluminación natural por interruptor crepuscular es fuente de economías. En práctica, una célula fotoeléctrica está instalada y mide el nivel de alumbrado en el entorno. Si la iluminación ambiental está por encima del umbral, un encargo corta las iluminaciones artificiales, disminuyendo el consumo eléctrico. Así, el interruptor crepuscular permite valorizar la iluminación natural que existe sobre un sitio.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">La posición del captador de luminosidad es primordial. Debe ser reflejada río arriba para no estar en una zona de sombra y reflejar lo mejor posible la luminosidad del taller. Si está colocada en una zona de sombra, los ahorros serán menores.</P>"
"2","230","Horloge astronomique"
"2","230","<P>L’horloge astronomique permet de couper automatiquement l’éclairage lorsque le jour se lève. Les calculateurs astronomiques radio-synchronisés assurent la synchronisation des allumages. Ils gèrent les temps d’allumage à l’aide de programmations et sont souvent être couplés à des systèmes de variation de tension, de régulation ou de télégestion.</P>
<P>&nbsp;</P>"
"3","230","Installing an astronomical clock"
"3","230","The astronomical clock will automatically turn off the lights when the sun rises. The radio-astronomical calculators provide synchronized timing ignitions. They manage the ignition time using programming and are often be coupled to system voltage variation control or remote."
"4","230","Instalación de un reloj astronómico"
"4","230","<P>L’horloge astronomique permet de couper automatiquement l’éclairage lorsque le jour se lève. Les calculateurs astronomiques radio-synchronisés assurent la synchronisation des allumages. Ils gèrent les temps d’allumage à l’aide de programmations et sont souvent être couplés à des systèmes de variation de tension, de régulation ou de télégestion.</P>
<P>&nbsp;</P>"
"2","231","Système de télésurveillance et de télégestion"
"2","231","Uns système de Télégestion est capable de réagir automatiquement à des paramètres externes comme le trafic routier, l'éclairement naturel, les conditions climatiques, les accidents …
<P>&nbsp;</P>"
"3","231","Installing a remote monitoring system and remote"
"3","231","A remote management system is able to automatically react to external parameters such as road traffic, natural lighting, weather conditions, accidents ..."
"4","231","Instalación de un sistema de televigilancia y teleprocesamiento"
"4","231","Un sistema de teleprocesamiento es capaz de reaccionar automáticamente a parámetros externos como la circulación por carretera, el alumbrado natural, las condiciones climáticas, los accidentes …
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">&nbsp;</P>"
"2","235","Réduction de l'éclairage général et renforcement de l'éclairage local des postes de travail"
"2","235","<P>Sur les postes de travail manuels nécessitant la présence constante d'un membre du personnel, l’utilisation d’éclairage spécifique pour relever un éclairage global plus faible est préférable à un éclairage global élevé.</P>
<P>Le renforcement de l'éclairage local des postes de travail&nbsp;permet alors de réduire l'éclairage général . </P>"
"3","235","Reduction of the general lighting and strengthening local lighting of workstations"
"3","235","<P>On manual workstations require the constant presence of a staff member, use specific lighting to meet a lower overall lighting is preferable to a high overall lighting.</P>
<P>Strengthening local lighting workstations then reduces general lighting.</P>"
"4","235","Reducción de la iluminación general y el refuerzo de la iluminación local de puestos de trabajo"
"4","235","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Sobre los puestos de trabajo manuales que necesitan la presencia constante de un miembro del personal, la utilización de iluminación específica para levantar una iluminación global más débil es preferible a una iluminación global elevada.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">&nbsp;El fortalecimiento de la iluminación local de los puestos de trabajo permite entonces reducir la iluminación general</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: ""></P>"
